Open Time,Order,Symbol,Type,Volume,Volume ,Price ,Price,S / L,T / P,Time,State
2024.12.13 14:24:12,20306886586,Crash 500 Index,sell,0.5 / 0.5,0.5,,market,,,2024.12.13 14:24:13,filled
2024.12.13 14:24:20,20306886644,Crash 500 Index,sell,0.3 / 0.3,0.3,,market,,,2024.12.13 14:24:21,filled
2024.12.13 14:52:55,20306902895,Crash 500 Index,buy,0.5 / 0.5,0.5,,market,,,2024.12.13 14:52:56,filled
2024.12.13 14:53:00,20306902929,Crash 500 Index,buy,0.3 / 0.3,0.3,,market,,,2024.12.13 14:53:01,filled
2024.12.13 15:13:52,20306916599,Boom 1000 Index,sell,0.5 / 0.5,0.5,19922.7268,19922.7268,,,2024.12.13 15:13:53,filled
2024.12.13 15:36:13,20306930189,Crash 500 Index,sell limit,1 / 0,1,4226.777,4226.777,4233.816,4180.069,2024.12.13 18:26:18,rejected
2024.12.13 15:36:34,20306930377,Crash 500 Index,sell limit,1 / 0,1,4226.821,4226.821,4233.816,4180.069,2024.12.13 18:26:22,rejected
2024.12.13 15:36:41,20306930480,Crash 500 Index,sell limit,1 / 0,1,4226.999,4226.999,4233.816,,2024.12.13 18:26:46,rejected
2024.12.13 15:36:49,20306930552,Crash 500 Index,sell limit,1 / 0,1,4226.954,4226.954,4233.816,4180.069,2024.12.13 18:26:39,rejected
2024.12.13 15:36:55,20306930615,Crash 500 Index,sell limit,1 / 0,1,4226.865,4226.865,4233.816,4180.069,2024.12.13 18:26:28,rejected
2024.12.13 17:07:53,20306980768,Crash 500 Index,sell,1 / 1,1,,market,,,2024.12.13 17:07:54,filled
2024.12.13 17:07:55,20306980793,Crash 500 Index,sell,1 / 1,1,,market,,,2024.12.13 17:07:55,filled
2024.12.13 17:07:56,20306980800,Crash 500 Index,sell,1 / 1,1,,market,,,2024.12.13 17:07:56,filled
2024.12.13 17:34:27,20306994778,Crash 500 Index,buy,1 / 1,1,,market,,,2024.12.13 17:34:28,filled
2024.12.13 17:35:03,20306995052,Crash 500 Index,buy,1 / 1,1,,market,,,2024.12.13 17:35:04,filled
2024.12.13 17:35:09,20306995108,Crash 500 Index,buy,1 / 1,1,,market,,,2024.12.13 17:35:10,filled
2024.12.13 19:56:09,20307071209,Boom 1000 Index,sell,0.5 / 0.5,0.5,19795.9168,19795.9168,,,2024.12.13 19:56:10,filled
2024.12.13 19:56:55,20307071529,Boom 1000 Index,buy limit,0.5 / 0,0.5,19765.0147,19765.0147,19746.8882,,2024.12.13 20:38:21,rejected
2024.12.13 20:04:06,20307075373,Boom 1000 Index,buy,0.5 / 0.5,0.5,,market,,,2024.12.13 20:04:07,filled
2024.12.13 20:13:18,20307080838,Boom 1000 Index,sell,0.5 / 0.5,0.5,19792.8594,19792.8594,,,2024.12.13 20:13:19,filled
2024.12.13 20:51:52,20307102008,Boom 1000 Index,sell,0.5 / 0.5,0.5,19746.3628,19746.3628,,,2024.12.13 20:51:53,filled
2024.12.13 21:13:35,20307111975,Boom 1000 Index,buy limit,0.5 / 0.5,0.5,19730.4725,19730.4725,,,2024.12.13 21:22:54,filled
2024.12.13 21:23:58,20307116908,Boom 1000 Index,sell,0.5 / 0.5,0.5,,market,,,2024.12.13 21:23:59,filled
2024.12.13 21:34:24,20307121931,Boom 1000 Index,buy,0.5 / 0.5,0.5,,market,,,2024.12.13 21:34:24,filled
2024.12.13 22:17:10,20307139982,Boom 1000 Index,sell,0.5 / 0.5,0.5,,market,,,2024.12.13 22:17:10,filled
2024.12.13 22:17:28,20307140104,Boom 1000 Index,buy limit,0.5 / 0.5,0.5,19738.9972,19738.9972,19718.7231,,2024.12.13 22:37:34,filled
2024.12.13 22:50:18,20307151865,Boom 1000 Index,sell,0.5 / 0.5,0.5,,market,,,2024.12.13 22:50:19,filled
2024.12.14 12:22:06,20307500514,Crash 1000 Index,sell limit,1 / 1,1,5259.2159,5259.2159,5263.0443,,2024.12.14 13:39:27,filled
2024.12.14 12:23:08,20307501142,Crash 1000 Index,sell limit,1 / 0,1,5259.2024,5259.2024,5262.9401,,2024.12.14 13:37:51,canceled
2024.12.14 12:23:35,20307501409,Crash 1000 Index,sell limit,1 / 1,1,5260.6083,5260.6083,5263.0878,,2024.12.14 13:43:58,filled
2024.12.14 12:24:21,20307501756,Crash 1000 Index,sell limit,1 / 1,1,5259.1727,5259.1727,5262.8983,,2024.12.14 13:39:18,filled
2024.12.14 12:24:58,20307502011,Crash 1000 Index,sell limit,1 / 0,1,5259.2242,5259.2242,5263.0238,,2024.12.14 13:37:44,canceled
2024.12.14 12:25:18,20307502233,Crash 1000 Index,sell limit,1 / 1,1,5260.5648,5260.5648,5262.9138,,2024.12.14 13:43:53,filled
2024.12.14 12:25:39,20307502445,Crash 1000 Index,sell limit,1 / 1,1,5260.6031,5260.6031,5263.1313,,2024.12.14 13:43:58,filled
2024.12.14 12:26:21,20307502752,Crash 1000 Index,sell limit,1 / 0,1,5259.2543,5259.2543,5262.982,,2024.12.14 13:37:59,canceled
2024.12.14 12:27:16,20307503156,Crash 1000 Index,sell limit,1 / 1,1,5260.5358,5260.5358,5263.0238,,2024.12.14 13:43:47,filled
2024.12.14 12:27:51,20307503434,Crash 1000 Index,sell limit,1 / 1,1,5260.5648,5260.5648,5262.9573,,2024.12.14 13:43:53,filled
2024.12.14 13:36:56,20307541827,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:36:56,filled
2024.12.14 13:37:17,20307542083,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:37:18,filled
2024.12.14 13:37:23,20307542154,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:37:24,filled
2024.12.14 13:50:23,20307548674,Crash 1000 Index,buy,1 / 1,1,5262.8983,5262.8983,,,2024.12.14 13:50:24,filled
2024.12.14 13:50:24,20307548681,Crash 1000 Index,buy,1 / 1,1,5262.9138,5262.9138,,,2024.12.14 13:50:25,filled
2024.12.14 13:50:31,20307548782,Crash 1000 Index,buy,1 / 1,1,5262.9573,5262.9573,,,2024.12.14 13:50:32,filled
2024.12.14 13:50:47,20307548956,Crash 1000 Index,buy,1 / 1,1,5263.0238,5263.0238,,,2024.12.14 13:50:48,filled
2024.12.14 13:50:49,20307548990,Crash 1000 Index,buy,1 / 1,1,5263.0443,5263.0443,,,2024.12.14 13:50:50,filled
2024.12.14 13:50:57,20307549128,Crash 1000 Index,buy,1 / 1,1,5263.0878,5263.0878,,,2024.12.14 13:50:58,filled
2024.12.14 13:50:57,20307549129,Crash 1000 Index,buy,1 / 1,1,5263.0878,5263.0878,,,2024.12.14 13:50:58,filled
2024.12.14 13:50:57,20307549130,Crash 1000 Index,buy,1 / 1,1,5263.0878,5263.0878,,,2024.12.14 13:50:58,filled
2024.12.14 13:50:57,20307549131,Crash 1000 Index,buy,1 / 1,1,5263.0878,5263.0878,,,2024.12.14 13:50:58,filled
2024.12.14 13:51:03,20307549168,Crash 1000 Index,buy,1 / 1,1,5263.1313,5263.1313,,,2024.12.14 13:51:04,filled
2024.12.14 13:51:12,20307549268,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:51:13,filled
2024.12.14 13:51:14,20307549294,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:51:14,filled
2024.12.14 13:51:15,20307549298,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:51:15,filled
2024.12.14 13:51:16,20307549316,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:51:16,filled
2024.12.14 13:51:17,20307549327,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 13:51:18,filled
2024.12.14 14:00:01,20307554656,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 14:00:01,filled
2024.12.14 14:00:02,20307554666,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 14:00:03,filled
2024.12.14 14:00:04,20307554677,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.14 14:00:04,filled
2024.12.14 14:03:40,20307556612,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556613,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556614,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556615,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556616,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556617,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556618,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.14 14:03:40,20307556619,Crash 1000 Index,buy,1 / 1,1,5267.2883,5267.2883,,,2024.12.14 14:03:41,filled
2024.12.15 12:43:07,20308131431,Boom 1000 Index,buy limit,1 / 0,1,19709.5659,19709.5659,19688.998,,2024.12.18 07:29:55,canceled
2024.12.15 18:46:02,20308313106,Crash 1000 Index,sell limit,1 / 0,1,5255.5319,5255.5319,5260.5551,,2024.12.16 12:03:02,canceled
2024.12.15 18:46:25,20308313301,Crash 1000 Index,sell limit,1 / 1,1,5255.2676,5255.2676,5260.5551,,2024.12.16 12:08:29,filled
2024.12.15 18:46:46,20308313446,Crash 1000 Index,sell limit,1 / 1,1,5255.1794,5255.1794,5260.8195,,2024.12.16 12:08:11,filled
2024.12.15 18:46:59,20308313516,Crash 1000 Index,sell limit,1 / 1,1,5255.7963,5255.7963,5260.7314,,2024.12.16 12:10:05,filled
2024.12.15 18:47:17,20308313647,Crash 1000 Index,sell limit,1 / 1,1,5252.1444,5252.1444,5260.9076,,2024.12.16 11:58:36,filled
2024.12.16 05:50:49,20308514471,Boom 900 Index,buy limit,1 / 0,1,10033.702,10033.702,10018.713,,2024.12.20 11:21:41,canceled
2024.12.16 12:13:10,20308726398,Crash 1000 Index,sell limit,1 / 1,1,5255.7773,5255.7773,5260.7878,,2024.12.16 12:28:47,filled
2024.12.16 12:18:26,20308729521,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.16 12:18:26,filled
2024.12.16 12:30:53,20308736893,Crash 1000 Index,sell limit,1 / 0,1,5257.8456,5257.8456,5260.6849,,2024.12.16 18:23:20,canceled
2024.12.16 13:27:36,20308773377,Crash 1000 Index,sell limit,1 / 0,1,5257.8404,5257.8404,5260.7343,,2024.12.16 18:23:25,canceled
2024.12.16 17:49:32,20308931139,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.16 17:49:33,filled
2024.12.16 17:49:33,20308931146,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.16 17:49:34,filled
2024.12.16 17:49:34,20308931178,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.16 17:49:35,filled
2024.12.16 17:49:36,20308931186,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.16 17:49:36,filled
2024.12.16 21:09:58,20309035650,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.16 21:09:59,filled
2024.12.16 21:10:07,20309035715,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.16 21:10:07,filled
2024.12.16 21:10:58,20309036045,Crash 1000 Index,sell limit,1 / 1,1,5277.5971,5277.5971,5279.592,,2024.12.16 22:34:11,filled
2024.12.16 21:11:13,20309036211,Crash 1000 Index,sell limit,1 / 1,1,5277.5971,5277.5971,5279.6543,,2024.12.16 22:34:11,filled
2024.12.16 21:11:33,20309036323,Crash 1000 Index,sell limit,1 / 1,1,5277.5971,5277.5971,5279.6543,,2024.12.16 22:34:11,filled
2024.12.16 21:11:51,20309036462,Crash 1000 Index,sell limit,1 / 1,1,5277.5971,5277.5971,5279.592,,2024.12.16 22:34:11,filled
2024.12.16 21:12:11,20309036557,Crash 1000 Index,sell limit,1 / 1,1,5277.5971,5277.5971,5279.6543,,2024.12.16 22:34:11,filled
2024.12.16 22:44:11,20309070962,Crash 1000 Index,buy,1 / 1,1,5279.592,5279.592,,,2024.12.16 22:44:12,filled
2024.12.16 22:44:11,20309070963,Crash 1000 Index,buy,1 / 1,1,5279.592,5279.592,,,2024.12.16 22:44:12,filled
2024.12.16 22:44:25,20309071088,Crash 1000 Index,buy,1 / 1,1,5279.6543,5279.6543,,,2024.12.16 22:44:26,filled
2024.12.16 22:44:25,20309071089,Crash 1000 Index,buy,1 / 1,1,5279.6543,5279.6543,,,2024.12.16 22:44:26,filled
2024.12.16 22:44:25,20309071090,Crash 1000 Index,buy,1 / 1,1,5279.6543,5279.6543,,,2024.12.16 22:44:26,filled
2024.12.17 05:44:45,20309182467,Crash 1000 Index,sell limit,1 / 0,1,5300.5551,5300.5551,5304.0696,,2024.12.17 10:04:44,canceled
2024.12.17 05:45:06,20309182748,Crash 1000 Index,sell limit,1 / 0,1,5300.7198,5300.7198,5304.0147,,2024.12.17 10:04:44,canceled
2024.12.17 05:45:19,20309182933,Crash 1000 Index,sell limit,1 / 0,1,5300.5002,5300.5002,5304.1246,,2024.12.17 10:04:44,canceled
2024.12.17 05:45:39,20309183179,Crash 1000 Index,sell limit,1 / 0,1,5300.61,5300.61,5304.0696,,2024.12.17 10:04:44,canceled
2024.12.17 05:45:59,20309183321,Crash 1000 Index,sell limit,1 / 0,1,5300.4452,5300.4452,5303.9598,,2024.12.17 10:04:44,canceled
2024.12.17 05:47:17,20309183989,Crash 500 Index,sell limit,1 / 1,1,4269.447,4269.447,4272.222,,2024.12.17 13:49:19,filled
2024.12.17 05:47:38,20309184111,Crash 500 Index,sell limit,1 / 1,1,4269.447,4269.447,4272.396,,2024.12.17 13:49:19,filled
2024.12.17 05:47:49,20309184167,Crash 500 Index,sell limit,1 / 1,1,4269.447,4269.447,4272.656,,2024.12.17 13:49:19,filled
2024.12.17 05:48:01,20309184239,Crash 500 Index,sell limit,1 / 1,1,4268.926,4268.926,4272.656,,2024.12.17 13:48:19,filled
2024.12.17 05:48:39,20309184503,Crash 500 Index,sell limit,1 / 1,1,4268.926,4268.926,4272.656,,2024.12.17 13:48:19,filled
2024.12.17 13:56:11,20309464633,Crash 500 Index,buy,1 / 1,1,4272.222,4272.222,,,2024.12.17 13:56:12,filled
2024.12.17 13:56:34,20309464848,Crash 500 Index,buy,1 / 1,1,4272.396,4272.396,,,2024.12.17 13:56:35,filled
2024.12.17 13:57:07,20309465216,Crash 500 Index,buy,1 / 1,1,4272.656,4272.656,,,2024.12.17 13:57:08,filled
2024.12.17 13:57:07,20309465217,Crash 500 Index,buy,1 / 1,1,4272.656,4272.656,,,2024.12.17 13:57:08,filled
2024.12.17 13:57:07,20309465218,Crash 500 Index,buy,1 / 1,1,4272.656,4272.656,,,2024.12.17 13:57:08,filled
2024.12.17 13:57:46,20309465625,Crash 500 Index,sell limit,1 / 1,1,4307.29,4307.29,4318.48,,2024.12.17 16:03:46,filled
2024.12.17 13:58:49,20309466364,Crash 500 Index,sell limit,1 / 1,1,4307.187,4307.187,4318.48,,2024.12.17 16:03:32,filled
2024.12.17 13:58:59,20309466466,Crash 500 Index,sell limit,1 / 1,1,4307.342,4307.342,4318.48,,2024.12.17 16:03:54,filled
2024.12.17 13:59:07,20309466655,Crash 500 Index,sell limit,1 / 1,1,4307.342,4307.342,4318.48,,2024.12.17 16:03:54,filled
2024.12.17 13:59:16,20309466787,Crash 500 Index,sell limit,1 / 1,1,4307.239,4307.239,4318.48,,2024.12.17 16:03:37,filled
2024.12.17 18:48:55,20309633938,Crash 500 Index,sell limit,1 / 0,1,4315.519,4315.519,4318.257,,2024.12.17 18:59:57,rejected
2024.12.17 18:49:08,20309634118,Crash 500 Index,sell limit,1 / 0,1,4315.252,4315.252,4318.39,,2024.12.17 18:59:23,rejected
2024.12.17 19:01:10,20309641082,Crash 500 Index,buy,1 / 1,1,4316.487,4316.487,,,2024.12.17 19:01:10,filled
2024.12.17 19:03:50,20309642618,Crash 500 Index,buy,1 / 1,1,4317.821,4317.821,,,2024.12.17 19:03:50,filled
2024.12.17 19:06:51,20309644475,Crash 500 Index,buy,1 / 1,1,4318.48,4318.48,,,2024.12.17 19:06:52,filled
2024.12.17 19:06:51,20309644476,Crash 500 Index,buy,1 / 1,1,4318.48,4318.48,,,2024.12.17 19:06:52,filled
2024.12.17 19:06:51,20309644477,Crash 500 Index,buy,1 / 1,1,4318.48,4318.48,,,2024.12.17 19:06:52,filled
2024.12.17 19:19:56,20309652477,Crash 500 Index,sell,1 / 1,1,,market,,,2024.12.17 19:19:56,filled
2024.12.17 19:20:32,20309652846,Crash 500 Index,buy,1 / 1,1,,market,,,2024.12.17 19:20:33,filled
2024.12.17 19:20:58,20309653013,Crash 500 Index,sell limit,1 / 1,1,4319.836,4319.836,4323.496,,2024.12.18 02:19:28,filled
2024.12.17 20:21:05,20309686504,Crash 1000 Index,sell limit,1 / 0,1,5281.4911,5281.4911,5284.7823,,2024.12.18 18:38:01,canceled
2024.12.17 20:21:13,20309686556,Crash 1000 Index,sell limit,1 / 0,1,5281.5889,5281.5889,5284.7823,,2024.12.18 18:37:55,canceled
2024.12.17 20:21:22,20309686619,Crash 1000 Index,sell limit,1 / 0,1,5281.6868,5281.6868,5284.7823,,2024.12.18 18:37:51,canceled
2024.12.17 20:21:31,20309686684,Crash 1000 Index,sell limit,1 / 0,1,5281.6868,5281.6868,5284.7823,,2024.12.18 18:37:48,canceled
2024.12.17 20:21:39,20309686759,Crash 1000 Index,sell limit,1 / 0,1,5281.4911,5281.4911,5284.7823,,2024.12.18 18:37:58,canceled
2024.12.17 20:22:36,20309687291,Crash 500 Index,sell limit,1 / 1,1,4319.839,4319.839,4323.496,,2024.12.18 02:19:29,filled
2024.12.17 20:22:42,20309687343,Crash 500 Index,sell limit,1 / 0,1,4319.864,4319.864,4323.496,,2024.12.18 02:19:32,rejected
2024.12.17 20:22:50,20309687406,Crash 500 Index,sell limit,1 / 1,1,4319.79,4319.79,4323.496,,2024.12.18 02:19:24,filled
2024.12.17 20:23:05,20309687535,Crash 500 Index,sell limit,1 / 1,1,4319.79,4319.79,4323.496,,2024.12.18 02:19:24,filled
2024.12.18 02:38:47,20309806194,Crash 500 Index,buy,1 / 1,1,4323.496,4323.496,,,2024.12.18 02:38:48,filled
2024.12.18 02:38:47,20309806195,Crash 500 Index,buy,1 / 1,1,4323.496,4323.496,,,2024.12.18 02:38:48,filled
2024.12.18 02:38:47,20309806196,Crash 500 Index,buy,1 / 1,1,4323.496,4323.496,,,2024.12.18 02:38:48,filled
2024.12.18 02:38:47,20309806197,Crash 500 Index,buy,1 / 1,1,4323.496,4323.496,,,2024.12.18 02:38:48,filled
2024.12.18 04:53:54,20309840974,Crash 500 Index,sell limit,1 / 0,1,4329.584,4329.584,4332.277,,2024.12.18 06:16:49,canceled
2024.12.18 04:54:06,20309841029,Crash 500 Index,sell limit,1 / 0,1,4329.103,4329.103,4332.181,,2024.12.18 06:16:46,canceled
2024.12.18 07:28:16,20309910342,Boom 1000 Index,buy limit,0.5 / 0,0.5,20071.883,20071.883,,,2024.12.18 07:29:51,canceled
2024.12.18 07:30:45,20309911746,Boom 300 Index,sell,1 / 1,1,,market,,,2024.12.18 07:30:45,filled
2024.12.18 07:31:11,20309912167,Boom 300 Index,buy,1 / 1,1,,market,,,2024.12.18 07:31:12,filled
2024.12.18 08:05:46,20309931989,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.18 08:05:47,filled
2024.12.18 08:07:49,20309933074,Crash 1000 Index,sell,1 / 1,1,,market,,,2024.12.18 08:07:50,filled
2024.12.18 08:43:16,20309952403,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.18 08:43:17,filled
2024.12.18 08:43:25,20309952495,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.18 08:43:26,filled
2024.12.18 10:46:49,20310025565,Crash 1000 Index,sell,1 / 1,1,5232.2957,5232.2957,,,2024.12.18 10:46:50,filled
2024.12.18 10:46:49,20310025571,Crash 1000 Index,sell,1 / 1,1,5232.3496,5232.3496,,,2024.12.18 10:46:50,filled
2024.12.18 10:54:16,20310029383,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.18 10:54:17,filled
2024.12.18 10:54:45,20310029599,Crash 1000 Index,buy,1 / 1,1,,market,,,2024.12.18 10:54:46,filled
2024.12.18 12:18:23,20310074558,Crash 1000 Index,sell,1 / 1,1,5232.8185,5232.8185,,,2024.12.18 12:18:25,filled
2024.12.18 12:39:33,20310085853,Boom 900 Index,sell,0.5 / 0.5,0.5,,market,,,2024.12.18 12:39:33,filled
2024.12.18 12:46:31,20310089659,Boom 900 Index,buy,0.5 / 0.5,0.5,,market,,,2024.12.18 12:46:31,filled
2024.12.18 12:54:43,20310093790,Boom 900 Index,sell,0.5 / 0.5,0.5,,market,,,2024.12.18 12:54:44,filled
2024.12.18 12:54:50,20310093845,Boom 900 Index,sell,0.4 / 0.4,0.4,,market,,,2024.12.18 12:54:51,filled
2024.12.18 12:56:25,20310094778,Crash 1000 Index,buy limit,1 / 0,1,5232.9058,5232.9058,5232.0164,,2024.12.18 13:15:54,rejected
2024.12.18 13:17:11,20310105717,Crash 1000 Index,sell,1 / 1,1,5232.0164,5232.0164,,,2024.12.18 13:17:12,filled
2024.12.18 13:19:17,20310107243,Boom 900 Index,buy,0.5 / 0.5,0.5,10380.945,10380.945,,,2024.12.18 13:19:18,filled
2024.12.18 13:19:17,20310107248,Boom 900 Index,buy,0.4 / 0.4,0.4,10380.639,10380.639,,,2024.12.18 13:19:18,filled
2024.12.18 13:42:24,20310120768,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.18 13:42:25,filled
2024.12.18 13:43:08,20310121282,Volatility 50 (1s) Index,sell,0.01 / 0.01,0.01,,market,,,2024.12.18 13:43:09,filled
2024.12.18 13:43:10,20310121290,Volatility 50 (1s) Index,sell,0.01 / 0.01,0.01,,market,,,2024.12.18 13:43:11,filled
2024.12.18 13:43:11,20310121308,Volatility 50 (1s) Index,sell,0.01 / 0.01,0.01,,market,,,2024.12.18 13:43:12,filled
2024.12.18 13:43:13,20310121317,Volatility 50 (1s) Index,sell,0.01 / 0.01,0.01,,market,,,2024.12.18 13:43:14,filled
2024.12.18 13:43:22,20310121387,Volatility 50 (1s) Index,sell,0.01 / 0.01,0.01,,market,,,2024.12.18 13:43:23,filled
2024.12.18 13:44:25,20310121944,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.18 13:44:26,filled
2024.12.18 13:45:21,20310122368,Volatility 50 (1s) Index,buy,0.01 / 0.01,0.01,,market,,,2024.12.18 13:45:22,filled
2024.12.18 13:45:21,20310122369,Volatility 50 (1s) Index,buy,0.01 / 0.01,0.01,,market,,,2024.12.18 13:45:22,filled
2024.12.18 13:45:21,20310122370,Volatility 50 (1s) Index,buy,0.01 / 0.01,0.01,,market,,,2024.12.18 13:45:22,filled
2024.12.18 13:45:21,20310122371,Volatility 50 (1s) Index,buy,0.01 / 0.01,0.01,,market,,,2024.12.18 13:45:22,filled
2024.12.18 13:45:28,20310122423,Volatility 50 (1s) Index,buy,0.01 / 0.01,0.01,,market,,,2024.12.18 13:45:28,filled
2024.12.18 13:47:43,20310123568,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:44,filled
2024.12.18 13:47:44,20310123581,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:46,filled
2024.12.18 13:47:44,20310123586,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:46,filled
2024.12.18 13:47:45,20310123596,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:46,filled
2024.12.18 13:47:46,20310123613,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:48,filled
2024.12.18 13:47:47,20310123618,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:48,filled
2024.12.18 13:47:48,20310123634,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:48,filled
2024.12.18 13:47:48,20310123642,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:47:50,filled
2024.12.18 13:48:58,20310124349,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124350,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124351,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124352,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124353,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124354,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124355,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:48:58,20310124356,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:49:00,filled
2024.12.18 13:49:21,20310124527,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:22,filled
2024.12.18 13:49:22,20310124537,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:24,filled
2024.12.18 13:49:23,20310124538,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:24,filled
2024.12.18 13:49:23,20310124539,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:24,filled
2024.12.18 13:49:25,20310124548,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:26,filled
2024.12.18 13:49:25,20310124549,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:26,filled
2024.12.18 13:49:25,20310124551,Volatility 50 Index,sell,4 / 4,4,,market,,,2024.12.18 13:49:26,filled
2024.12.18 13:51:26,20310125572,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 13:51:26,20310125573,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 13:51:26,20310125574,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 13:51:26,20310125576,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 13:51:26,20310125577,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 13:51:26,20310125578,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 13:51:26,20310125579,Volatility 50 Index,buy,4 / 4,4,,market,,,2024.12.18 13:51:26,filled
2024.12.18 14:14:57,20310138715,Crash 500 Index,sell limit,0.2 / 0,0.2,4326.107,4326.107,,,2024.12.18 15:22:17,rejected
2024.12.18 14:15:05,20310138788,Crash 500 Index,sell limit,0.2 / 0,0.2,4327.108,4327.108,,,2024.12.18 15:26:08,rejected
2024.12.18 14:15:20,20310138918,Crash 500 Index,sell limit,0.2 / 0,0.2,4326.707,4326.707,,,2024.12.18 15:25:20,rejected
2024.12.18 14:15:33,20310139065,Crash 500 Index,sell limit,0.2 / 0,0.2,4326.107,4326.107,,,2024.12.18 15:22:17,rejected
2024.12.18 14:15:42,20310139120,Crash 500 Index,sell limit,0.2 / 0,0.2,4326.507,4326.507,,,2024.12.18 15:22:57,rejected
